time,OD_1-1,OD_1-2,OD_1-3,OD_1-4,OD_1-5,OD_1-6,OD_1-7,OD_1-8,OD_1-9,OD_1-10,OD_1-11,OD_1-12,OD_1-13,OD_1-14,OD_2-1,OD_2-2,OD_2-3,OD_2-4,OD_2-5,OD_2-6,OD_2-7,OD_2-8,OD_2-9,OD_2-10,OD_2-11,OD_2-12,OD_2-13,OD_2-14,OD_3-1,OD_3-2,OD_3-3,OD_3-4,OD_3-5,OD_3-6,OD_3-7,OD_3-8,OD_3-9,OD_3-10,OD_3-11,OD_3-12,OD_3-13,OD_3-14,OD_4-1,OD_4-2,OD_4-3,OD_4-4,OD_4-5,OD_4-6,OD_4-7,OD_4-8,OD_4-9,OD_4-10,OD_4-11,OD_4-12,OD_4-13,OD_4-14,OD_5-1,OD_5-2,OD_5-3,OD_5-4,OD_5-5,OD_5-6,OD_5-7,OD_5-8,OD_5-9,OD_5-10,OD_5-11,OD_5-12,OD_5-13,OD_5-14,OD_6-1,OD_6-2,OD_6-3,OD_6-4,OD_6-5,OD_6-6,OD_6-7,OD_6-8,OD_6-9,OD_6-10,OD_6-11,OD_6-12,OD_6-13,OD_6-14,OD_7-1,OD_7-2,OD_7-3,OD_7-4,OD_7-5,OD_7-6,OD_7-7,OD_7-8,OD_7-9,OD_7-10,OD_7-11,OD_7-12,OD_7-13,OD_7-14,OD_8-1,OD_8-2,OD_8-3,OD_8-4,OD_8-5,OD_8-6,OD_8-7,OD_8-8,OD_8-9,OD_8-10,OD_8-11,OD_8-12,OD_8-13,OD_8-14,OD_9-1,OD_9-2,OD_9-3,OD_9-4,OD_9-5,OD_9-6,OD_9-7,OD_9-8,OD_9-9,OD_9-10,OD_9-11,OD_9-12,OD_9-13,OD_9-14,OD_10-1,OD_10-2,OD_10-3,OD_10-4,OD_10-5,OD_10-6,OD_10-7,OD_10-8,OD_10-9,OD_10-10,OD_10-11,OD_10-12,OD_10-13,OD_10-14,OD_11-1,OD_11-2,OD_11-3,OD_11-4,OD_11-5,OD_11-6,OD_11-7,OD_11-8,OD_11-9,OD_11-10,OD_11-11,OD_11-12,OD_11-13,OD_11-14,OD_12-1,OD_12-2,OD_12-3,OD_12-4,OD_12-5,OD_12-6,OD_12-7,OD_12-8,OD_12-9,OD_12-10,OD_12-11,OD_12-12,OD_12-13,OD_12-14,OD_13-1,OD_13-2,OD_13-3,OD_13-4,OD_13-5,OD_13-6,OD_13-7,OD_13-8,OD_13-9,OD_13-10,OD_13-11,OD_13-12,OD_13-13,OD_13-14,OD_14-1,OD_14-2,OD_14-3,OD_14-4,OD_14-5,OD_14-6,OD_14-7,OD_14-8,OD_14-9,OD_14-10,OD_14-11,OD_14-12,OD_14-13,OD_14-14
2020-09-26 09:19:16,0,3379,34077,2808,36730,6771,2066,2948,8087,36700,35328,34654,36538,9495,26692,0,29300,26702,26224,2536,1844,28613,4759,2617,26530,27017,27481,27008,2006,1656,0,2608,2052,2803,1468,3436,2950,0,17400,18598,13180,12571,2808,5110,4026,0,26058,6839,2903,20510,9638,33071,37956,43000,3202,13934,2664,3554,39808,10000,0,5173,3091,8514,18454,1764,5176,32869,34792,31972,4201,825,2217,48620,26470,0,2989,12257,3546,1867,49906,52525,45329,2982,22344,21580,21714,2301,5634,2963,0,2658,2698,1782,22210,13846,22594,3245,29250,5743,2269,15995,7810,3162,2302,0,6397,2871,17247,32588,17430,2380,47910,3489,5870,3516,47136,48074,2595,46134,0,1746,3384,3760,2642,12248,3038,3013,0,7203,49266,48794,1956,9102,3387,0,44574,30537,46643,44097,45731,3486,4420,3258,24535,49164,2766,47273,48888,3477,0,5678,47174,48204,51709,4367,55663,7742,57422,6138,7504,48385,5090,8983,4493,0,38127,54928,3345,2447,644,28219,17506,8482,1826,5869,5322,20330,15567,11456,0,27700,2670,2496,3532,3386,18919,2790,23933,2751,2940,1769,16425,3114,2435,0
2020-09-26 09:20:17,0,3094,32995,3468,36540,7024,2543,2824,6561,36346,34358,35792,36022,19725,26224,0,28733,25927,25828,3663,2080,25684,5380,1900,27179,27486,24587,27012,2349,1656,0,2295,2066,3445,1498,1997,2723,0,16654,3038,16513,8080,2914,3730,5043,0,27094,6357,2431,28844,8719,41767,43500,26670,2886,17017,2664,3610,39336,11684,0,4881,2512,11046,22067,1760,6365,31689,36391,19089,4127,769,2573,49272,28200,0,2939,11100,5129,1869,52051,51079,37476,4157,22384,21580,21750,3184,3730,5209,0,4005,2698,1800,22300,5709,22088,4007,31482,5280,1963,28477,10157,3366,2122,0,6977,3642,21573,33095,18794,2405,34032,3431,8221,3110,45900,34507,2583,34562,0,1764,3448,3737,9823,30329,4323,2809,0,8216,48776,48795,3217,9159,3080,0,47594,23828,49308,45051,46714,3986,4478,5046,22637,49709,2988,47416,49398,4939,0,9302,43598,47726,53264,4054,56308,6444,57922,4579,7424,44415,5640,11183,4280,0,39689,53940,3757,2428,630,28308,12695,8532,2040,7269,10293,20144,15580,17320,0,27154,2993,2493,5094,3076,26450,2871,24488,2052,3351,1746,14444,3097,1854,0
2020-09-26 09:21:17,0,3409,15251,4736,35716,7220,2252,2736,7552,34867,32735,34372,36560,16399,26224,0,28891,25760,25808,3017,1900,28574,6556,2057,27022,27022,22470,27500,3978,1638,0,2621,2034,2866,1469,3107,1874,0,13705,3166,16618,3449,2826,3726,4411,0,27004,7618,2318,22842,9767,34624,37971,42980,2869,6037,2646,3571,39786,11060,0,5359,3037,7482,22071,1764,4890,33505,36102,18658,6324,775,2520,46802,23146,0,2808,11997,9010,1881,53027,49703,35893,3815,22846,21084,21728,7315,4772,2724,0,2813,2653,1746,21850,13068,22110,3216,31080,4742,2855,30772,9133,3947,2280,0,7415,4370,16573,32620,21470,2484,35921,5380,6723,3634,47375,35065,2518,36297,0,1710,3384,5000,9448,16359,8144,2947,0,49814,48297,30921,2251,9374,9571,0,49510,28417,46228,41188,45408,3493,4566,3258,29221,32823,3026,45905,48886,3528,0,8188,49140,47754,53688,4109,55556,3560,56838,5637,7202,50637,7142,6444,4593,0,46567,53972,3834,3583,630,28298,18507,8522,1924,7660,6931,23731,19331,15165,0,27186,2824,2794,4222,2945,25980,3721,23959,2142,3248,1963,13365,3078,9616,0
2020-09-26 09:22:17,0,3188,33258,3353,35583,5942,2440,2984,7964,36385,35806,33592,36646,16472,27170,0,28891,26252,26855,4173,2140,27771,5301,1757,27978,25783,25158,26560,3207,1638,0,2264,2016,2744,1454,2952,4423,0,18540,7759,15539,2970,2786,3774,6581,0,13122,7292,2677,33635,9058,22738,44674,43830,3177,23005,2642,4918,39284,13737,0,5299,2586,8528,22467,1818,4764,36310,34620,26803,5378,735,2552,48835,38232,0,2862,13367,10909,1650,52281,45533,36545,2821,21860,20638,21736,3858,3929,4350,0,2114,2585,1746,21822,11931,22092,2869,29034,4542,3158,31981,10227,3825,2176,0,7933,3530,13901,32574,16190,2412,33547,4111,6957,5090,43633,33486,2476,33457,0,1746,3384,5120,8151,30940,9092,3896,0,50740,50405,26294,2124,9220,8058,0,49100,32812,50223,6352,47246,3504,4047,3312,30265,28069,2998,47082,46616,3599,0,7006,47009,47726,53710,4074,53345,3528,57700,7829,7676,40476,6602,8034,4299,0,53223,54418,4255,2635,630,28326,19385,8514,2094,7971,3579,28564,15925,18702,0,27668,2785,2250,4426,3394,25500,3584,23341,1998,3150,526,15472,3091,9366,0
2020-09-26 09:23:17,0,3173,26079,2676,36208,23358,2288,2913,8571,35690,33894,34332,35664,21036,26224,0,29410,26224,26688,4160,2012,26745,5162,9164,27964,26495,25841,27486,3930,1670,0,2200,2034,2915,1476,2142,1578,0,17484,3122,13148,2644,2750,3962,5015,0,21452,7274,6807,13201,9287,43124,44462,43886,2814,6603,2940,3571,39304,15440,0,4819,2597,10691,22645,1746,4107,35663,35704,31684,5132,647,2538,48696,27538,0,2807,12448,10159,1522,50111,44855,45843,3714,21860,20624,22216,3586,4317,4477,0,2307,2698,1764,21840,9896,22106,4053,29331,4462,2248,31586,7406,4147,2437,0,7014,4066,22187,33145,18284,2668,31072,3335,7016,3384,47261,31494,2579,31024,0,1580,3434,3763,8270,20010,8956,3669,0,50340,48762,24760,2310,8506,7409,0,49050,26636,46800,24742,46710,3565,4737,3322,25446,26528,3020,47339,48956,3738,0,8501,45342,47266,53674,4015,55384,3542,56800,10295,7366,47558,5421,9250,4016,0,37816,55780,2268,2931,644,28232,18587,8478,2027,5428,2610,27008,15792,22256,0,27668,3006,2776,1528,2931,18510,3264,24048,2387,3420,1453,18057,3030,10437,0
2020-09-26 09:24:17,0,3380,26148,3905,37026,36713,2274,2806,7716,35672,35149,34308,36148,11485,25760,0,29410,25922,25819,1648,2016,27056,5588,1697,27026,27587,26039,27487,3596,1670,0,2153,2016,2901,1423,4027,3851,0,18209,3309,15616,3651,4939,5574,2142,0,21797,7568,2492,36070,9851,42606,43430,43070,3138,6840,2664,3826,38004,17366,0,5455,2664,6914,22894,1778,4592,38641,34983,30380,5462,1066,2556,49456,35106,0,2826,13746,11150,1312,51442,44613,49285,3345,22344,21084,21710,3876,4349,3241,0,2096,2678,1782,21858,12555,21590,3219,29320,5601,2247,32419,9702,3910,2566,0,6690,4174,14074,32592,25477,2407,32135,3307,6230,4334,48104,32349,2618,32525,0,1674,3398,6547,8736,28033,7731,3244,0,49309,49471,7544,2027,8059,8793,0,48112,25567,46123,5784,46180,3493,3425,3258,29214,9324,2929,50498,48398,3531,0,3922,43144,47758,52296,4063,53919,3492,58727,5405,7129,46849,5583,10966,4038,0,53250,54910,2268,2684,648,28038,16959,8599,1994,6800,2642,25467,11425,14542,0,27650,2999,2293,1510,2899,19297,3709,23930,2311,3408,555,18559,4525,9658,0
2020-09-26 09:25:17,0,3119,26211,2610,36595,36606,2212,3057,8177,35405,35314,35314,36130,19737,26224,0,29220,25569,19201,2621,2016,27643,6345,4451,27486,27964,24967,26530,3859,1656,0,2192,1998,2828,1442,2235,2158,0,18681,3074,14730,2486,5718,3734,8765,0,27640,7741,2347,14019,8495,43121,44434,44220,2811,6439,2610,3256,36719,12510,0,5216,2618,8908,22845,1818,5957,38296,35456,29878,5184,983,2484,48642,28043,0,4132,11299,11231,662,50959,45245,37022,4209,21597,21594,20519,3174,3896,4688,0,2128,2700,1764,19702,13200,21626,3463,29316,3906,1984,31118,11158,3590,1936,0,7629,3282,15728,33059,32634,2386,37872,4532,8213,3114,46477,36567,2474,37778,0,1746,3384,6504,8294,18748,6888,3233,0,49841,50971,7114,1974,8278,9586,0,49556,31039,47664,4704,47214,3787,3158,3294,25275,9168,2947,49837,48404,3595,0,4374,44662,47708,53246,4122,52528,3564,57283,8908,7311,44994,6987,7040,4498,0,39997,54860,2250,2727,630,28262,17575,8469,1996,7376,2592,19907,20761,17598,0,27632,2754,2223,1482,2980,14581,3592,23451,2084,3164,537,12862,3316,6490,0
2020-09-26 09:26:17,0,3133,20271,3628,36726,36188,2161,2717,9200,36120,34700,34372,35874,17194,26238,0,28418,24803,4773,5206,2185,26218,4954,4300,27008,27022,25181,27023,4257,2574,0,2142,2034,2844,1439,2475,3018,0,19018,3072,15832,3085,6516,3783,3658,0,27043,6675,8536,21255,10098,42546,43426,43143,2882,7269,2660,2556,38165,10413,0,4755,3374,10840,22886,1782,4859,33178,38654,33978,6792,669,2502,48525,39150,0,3216,13746,10467,660,50705,36378,51216,3277,22380,21120,21714,3371,4988,4775,0,2114,2904,1728,21840,15128,21590,3307,28991,6180,1866,32052,10144,3133,2289,0,7027,2894,22181,28520,33164,2370,36293,3744,6646,4581,44456,38268,4154,37153,0,1710,3420,9534,9108,25774,7204,3203,0,49742,49771,6690,1882,7999,8236,0,48608,30234,39911,7163,45955,3504,3240,3254,30545,8579,3008,49346,47956,3567,0,6741,39871,48204,53224,4025,52867,4842,57386,6324,7296,40836,6840,7801,4967,0,37193,54910,2264,2701,644,27718,19619,8983,2106,8062,2624,20473,13328,10880,0,27200,2933,3013,6779,2764,11178,3574,23839,2200,3432,754,14397,3099,6169,0
2020-09-26 09:27:17,0,3158,21273,4014,37704,35198,2133,2855,7670,32394,32735,35314,37170,15657,25774,0,28891,26402,4093,2155,1846,26417,5859,2729,27022,26569,25396,27486,3178,1638,0,2483,2052,2711,1483,5870,2085,0,12611,3288,15293,3231,2879,4044,3583,0,27460,7458,2232,28378,9066,43009,43932,43545,3107,6241,2664,2774,38842,9065,0,5593,3003,6862,19247,1764,4774,32370,37920,26113,5219,1251,2661,47736,29604,0,3268,10756,12387,643,49637,48447,34530,3443,22344,20606,21714,2516,3485,4087,0,2124,2688,1778,21822,9249,22102,3351,28101,8917,2267,27894,9004,3966,2042,0,6960,4288,15888,31585,32634,2357,30257,4621,5737,4777,47487,33319,2978,30673,0,1796,3402,5742,9286,16900,10342,3106,0,29441,49240,7106,1927,8081,9745,0,47454,21988,50157,28794,45964,3758,8467,3276,30985,9080,2998,47350,47599,3351,0,4413,46484,48204,52782,4279,53641,6503,57632,9228,7245,56737,6758,9915,4973,0,38552,53940,2304,2678,630,28710,18252,8482,1870,5707,4442,29064,17896,18982,0,27650,3241,2741,3159,2687,16266,2754,23909,2255,3619,1268,14225,3065,5863,0
2020-09-26 09:28:17,0,3287,20830,5068,37195,35447,2071,2829,7103,20584,33880,35342,37134,19996,25770,0,27678,27166,13918,8577,1905,26417,4816,13754,27490,27022,25500,26052,4220,1652,0,2158,2052,2918,1436,3879,2113,0,13536,3278,15100,2581,2882,3533,2674,0,28379,7689,2286,18475,8846,42346,44470,45148,2821,6195,2642,5219,35888,7846,0,5119,2641,9524,22828,1796,7195,32834,38712,30367,6773,646,2574,48178,31939,0,3439,12508,10781,969,51477,46855,35133,3280,22774,21084,21728,2286,4487,4462,0,2390,2701,1764,22386,11495,22092,3819,31139,2990,3362,32569,7648,3970,2743,0,6615,4023,19892,28453,22698,2375,37307,3471,7691,3893,45036,39407,2785,38213,0,1710,3434,9069,8996,21224,3194,3721,0,6562,49355,14750,1900,9155,8292,0,46024,25694,47202,48722,47624,3472,4725,3330,33402,16769,3116,45091,48454,3620,0,4754,41519,40020,52037,4159,56890,8636,57904,4070,7691,57892,5090,10855,4954,0,50425,53940,2286,2389,630,28298,17619,8489,1906,7804,2628,21975,14769,20201,0,28128,2676,2441,1367,2724,12577,2889,23920,2620,3147,1783,17180,3057,8870,0
2020-09-26 09:29:17,0,3170,18459,3145,36694,36631,2149,2905,8269,23065,35149,35314,36664,9979,26694,0,28891,26224,26688,1535,1887,27620,5070,2415,27486,26968,24196,27964,3923,1638,0,3019,2034,2650,1452,2693,3022,0,15681,3034,18040,4330,2714,4918,3653,0,28401,6704,2302,33345,9550,29337,43946,45095,3110,6384,2628,3742,35928,14131,0,4751,2669,10817,23297,1746,4821,33579,34806,23518,8326,1112,2534,49452,31625,0,2878,10880,11208,1814,52414,48303,36067,3159,22802,20142,22158,2930,3612,2716,0,2110,2665,1782,21984,16533,22092,3115,30456,5017,5149,31640,10391,4159,2248,0,7739,3111,20627,30293,16344,2440,36514,3578,21201,3186,46102,36522,2850,36442,0,1692,3438,4266,9921,20040,3213,3152,0,9330,48952,48556,1994,9175,9500,0,48162,33808,44300,48694,44858,3763,15754,3290,23664,48944,3190,45677,48942,3581,0,7569,40168,47025,52764,5914,56374,3578,57436,4446,7590,56350,5622,7659,4106,0,51827,54400,2300,2651,648,28276,17449,8496,1905,6942,2592,20158,20155,17108,0,27632,2835,3044,3225,3130,14605,3664,23897,2345,3389,1746,10809,3042,7109,0
2020-09-26 09:30:17,0,3516,19900,2862,35862,34999,2126,3080,8932,34882,35328,34453,37152,19774,26409,0,28634,26194,22553,1044,1850,28119,6064,4247,25385,27022,25038,27012,3674,1638,0,2936,2052,2638,1458,2551,2277,0,15886,3081,17274,3872,2871,3963,2176,0,22671,6422,2325,21834,10447,39553,44430,44700,2835,6317,2972,3198,32318,11697,0,5487,2980,7326,22038,1764,4898,33356,35432,28613,7045,1044,2502,49122,27156,0,2905,12147,11978,1800,51472,54416,40816,3023,22344,20624,21716,2831,4827,2700,0,2320,2671,1782,21692,7845,22092,3991,31528,15817,3716,31854,8138,3776,1890,0,7990,3590,18498,33594,15685,2384,33965,3443,6449,3132,42095,33941,2543,34321,0,1692,3398,4614,9872,21049,3042,3166,0,16137,49457,49860,2106,9510,9840,0,49582,30500,47766,48192,47168,3472,23062,3290,28534,50240,2692,47022,48418,3621,0,3872,48310,48236,53242,4409,56663,3560,57922,7327,7344,58412,7260,9755,3949,0,39691,54910,2304,2396,648,26204,14685,8554,1857,8102,2556,20330,15166,20688,0,27650,3143,2473,1689,2845,15786,3783,23508,2071,3471,1728,15850,3103,4408,0
2020-09-26 09:31:17,0,3204,33198,2772,36126,35981,2060,3005,7233,34353,34836,35382,36162,18317,25757,0,28386,25635,26240,1026,1874,27162,5792,2093,27036,26055,26101,27504,3374,1620,0,2114,1998,3019,1493,3504,2290,0,9170,5594,17074,3650,2772,3728,2308,0,24865,7094,2986,33471,8934,41404,43914,43799,2843,6806,2628,4091,34273,9949,0,5083,2835,9227,22579,1746,5735,29445,35279,25074,6804,1026,2618,49476,28471,0,2778,12460,10072,1746,50330,52395,49678,3954,21826,20638,21734,3963,4211,2624,0,2567,2731,1778,22336,12594,21836,2820,28113,6783,6071,32088,10021,4028,2223,0,6874,4517,16868,32610,21419,2375,39777,3554,28559,3955,44476,40325,2614,40125,0,1652,3420,3756,8981,23643,7790,2978,0,50318,48762,47973,2143,8906,7679,0,49546,24320,49351,49698,44517,3772,5820,3258,34008,50383,3037,51352,48782,3660,0,6272,40764,47722,52782,4331,57298,3582,57440,4503,7419,57860,6587,10284,4104,0,52177,53494,2282,2448,630,28281,16204,8522,1878,6793,2592,20180,15562,11122,0,28128,4178,2534,2242,2728,19255,3488,24286,2134,4677,1782,11632,3060,3920,0
2020-09-26 09:32:17,0,3165,28034,3133,37700,22256,2135,3187,7468,35968,34836,35302,18633,16569,25305,0,29424,26224,26238,1004,1835,27218,4755,2182,27008,27022,25410,27008,4238,1684,0,2376,2052,2618,1392,2969,2672,0,17095,15528,15347,2959,2786,3726,2252,0,23994,6654,2768,16225,7991,34715,44448,44678,3080,6939,2660,3529,36739,8506,0,4918,3009,10751,22023,1796,6651,27236,35107,32787,8053,1004,2502,49996,25348,0,2874,11526,13793,1782,51954,52933,36733,2872,21360,21066,20730,2921,4532,2700,0,2323,2683,1746,21362,15500,22092,3970,29479,4434,13759,32084,10403,2988,2285,0,6848,2936,12506,33109,15075,2892,37800,3525,33357,4348,41479,37492,2548,36112,0,1782,3402,5251,10932,24668,8301,3155,0,50260,49785,49062,2130,8457,11957,0,46520,28528,50513,46185,46208,3579,5439,3755,30217,50450,3002,48303,48422,3581,0,7348,43615,48204,53260,3874,56386,3520,57700,6570,7258,57892,5324,11502,4283,0,39896,54418,2340,2464,630,27790,19668,8560,1853,7022,2646,20662,18676,17557,0,27650,2997,2498,2060,2839,16152,3823,22272,2130,3321,1728,15937,3061,10935,0
2020-09-26 09:33:17,0,3190,22782,3228,36513,18775,2113,2850,11675,35773,33227,34762,35037,22437,26233,0,28909,26688,15268,3868,1882,28733,4369,2041,27008,27654,25424,27017,4308,1656,0,2376,2066,2650,1456,1945,3215,0,16777,6017,16602,2909,2859,3776,2142,0,11078,6244,2719,23079,6277,40891,43444,43671,2842,6340,2664,4297,40039,18571,0,5577,2791,8185,22320,1782,4733,33687,35652,34196,6932,1055,2534,49173,38008,0,2872,13992,5509,1800,52892,54662,45079,3323,20777,21098,21137,3801,5098,2642,0,2369,2728,1764,21822,5766,22110,4240,29876,4282,8461,32587,10237,3895,2487,0,6624,3300,21105,32592,19807,2929,42122,3503,22136,4487,41687,43250,2593,40486,0,1782,3456,4782,5736,24905,8362,3257,0,50242,49962,48739,2132,8235,4092,0,48622,31951,43846,46568,46300,3790,4076,3649,33117,50620,2998,47373,49442,3581,0,6797,46408,47248,54620,5322,53847,3510,58431,6827,7075,57358,5619,9270,4592,0,38634,53972,2336,2718,644,27678,8084,8520,1884,6130,2674,20608,15830,16592,0,27682,3126,2296,2288,2897,13925,3333,24060,2084,3486,1782,12265,3173,6593,0
2020-09-26 09:34:17,0,3186,26577,3517,36222,7221,2034,2909,5208,34082,34358,34754,18056,11481,26693,0,28909,25774,23712,1026,1858,28480,8872,6985,27012,27175,25091,27973,2693,1656,0,2750,2016,4007,1382,1825,5552,0,16242,3022,16705,3261,2830,3723,7618,0,22617,7161,2456,27380,3180,40930,44452,43699,3123,6354,2642,3579,38804,12429,0,5188,2587,9700,23279,1764,7690,36432,34650,19161,6802,1026,2520,49227,28293,0,2608,11508,4336,1842,52538,55118,38068,3491,20844,21562,20710,2984,3483,2520,0,2171,2644,1764,21854,13070,22124,4067,31094,3196,13232,32088,8853,3987,2515,0,5458,4450,18589,29017,20846,2548,30431,3563,37513,4075,46604,31389,2486,30807,0,1764,3434,5599,2592,26395,8457,3426,0,49688,48700,49264,2025,9459,1764,0,48112,25276,48281,46055,46250,3475,10193,3622,28363,51200,3034,47535,48454,3492,0,5480,43676,47762,52764,5125,54346,3582,57922,11197,7698,57332,6983,10444,4783,0,38768,54860,2268,2673,630,27772,14536,8027,1868,7827,2592,20116,15710,19400,0,27632,4178,2277,1540,2801,20983,3407,24011,2220,4689,1782,13875,3087,8087,0
2020-09-26 09:35:17,0,3186,16675,3605,36057,12216,2220,3077,2912,35929,35792,34850,19456,20723,26229,0,29692,27152,25396,1040,1876,26787,1807,2191,27486,26558,24910,27184,4340,1656,0,1910,2395,2892,2547,3176,4386,0,17852,6055,17570,4408,7064,3734,4255,0,22706,7028,2262,20625,3936,41304,44448,44682,2799,6364,2664,4565,38804,13016,0,4800,2875,10672,21984,1800,10457,36480,35093,28674,13996,1040,2517,50054,35556,0,3063,13204,3726,1728,50366,44579,36766,3778,20820,21066,20132,3514,4685,2660,0,4903,2698,1782,19716,12966,22110,4164,30174,3505,4885,32289,7865,4122,1890,0,4703,3528,17243,32592,18328,2486,40354,4896,44569,3164,32574,35994,2616,40214,0,1782,3366,4941,3364,27862,9336,3273,0,49289,49900,48192,1984,8300,1782,0,49780,25831,49702,44158,47232,3762,10711,3611,30958,52072,2858,44753,48812,5360,0,8543,48591,47262,53242,4378,51931,7842,57422,5162,7429,56064,6970,9357,5065,0,51294,54432,5476,2661,630,27052,14650,8540,1894,7198,2592,24557,12230,23109,0,28142,3040,2496,1576,2924,17629,2772,24041,2020,3396,1840,8348,3107,9744,0
2020-09-26 09:36:17,0,3174,32075,4197,36726,7291,2492,3078,3688,36310,34836,35806,24601,18720,26707,0,28891,26706,26156,1008,1898,25381,1226,1822,27022,27490,25144,27486,3413,1638,0,1146,2016,2998,1503,1599,5014,0,17738,3178,15261,14136,6203,3765,6467,0,24290,7292,2423,27415,3132,43588,36271,39245,2868,6287,2660,3550,39284,12534,0,5543,2731,8023,22796,1778,8367,35526,35644,32813,8406,1008,2422,49450,30344,0,3054,10302,3578,1172,51850,48488,34455,3197,22322,20642,21656,2885,3823,2646,0,2666,2648,1782,21840,7538,22612,3074,29495,2865,2251,32120,11359,4043,2478,0,2750,2903,24765,30882,22837,2410,37788,3531,46331,3132,46169,39418,2464,37138,0,1764,3402,4018,3077,22676,7535,4875,0,50351,49280,14263,1943,7599,1764,0,46520,35908,49104,45279,45872,3464,5262,4285,33096,16510,2986,49774,48906,3581,0,3998,45781,47816,54206,4104,52534,7634,57514,6111,6910,58673,6944,11354,4401,0,48992,55870,3594,2692,630,27976,17655,8460,1924,6127,5120,28560,21882,14453,0,27668,3113,2512,1689,2869,25984,2790,24337,2465,3477,1746,19164,3136,8442,0
2020-09-26 09:37:17,0,3451,33152,3143,36712,7892,2245,2976,2916,36461,34836,35088,34384,15223,24625,0,27731,26238,26068,1008,1798,24724,1230,2999,23434,26544,25453,24622,3156,1638,0,1231,2048,3011,1564,4696,3581,0,12531,2893,17570,17018,6098,4030,7908,0,22286,7810,2250,25510,3132,41101,30393,36028,3118,5942,2919,3571,39800,17196,0,5378,2993,8976,18004,1764,8290,37585,35297,17690,3877,1008,2405,50093,39733,0,3190,12502,5183,1019,51654,46994,32289,3112,21378,20606,21246,2422,5158,2628,0,2193,2665,1782,21858,14132,22092,3552,31080,2669,2654,32591,9282,4062,1915,0,3576,4463,13393,33626,23521,2350,36884,3593,39215,3132,45221,37698,3715,37256,0,1782,3430,4767,2762,31705,6401,3616,0,7733,49266,15564,1920,9093,1782,0,49582,31023,47001,45098,46714,3310,4362,3671,18575,17336,3039,50028,47866,3621,0,3811,45951,46346,53724,4132,47075,5565,58918,6380,7209,48053,5087,8878,4067,0,39981,49178,3779,4038,630,28504,18008,8341,1816,6489,3960,28083,13949,18701,0,25260,4374,2126,1628,2675,26002,3390,24385,2012,4806,1764,13917,2894,8219,0
2020-09-26 09:38:18,0,3190,23847,2818,36031,7116,2328,2903,3294,37072,34836,34836,35538,23080,25787,0,27820,25032,26173,1008,3131,26653,2002,3412,27978,25286,25724,24575,2783,1620,0,1233,2016,3394,1593,2561,2415,0,7688,3072,17524,15024,3224,3705,16751,0,22695,7839,2313,25285,3182,41849,42906,44180,2826,6369,2642,3314,39284,26265,0,4972,2813,10243,22800,1782,5756,38463,35217,18540,5225,1008,2583,48688,29214,0,2858,11122,8392,696,50816,47887,50801,4098,21360,21084,20224,2733,3909,2628,0,2403,2683,1800,21876,11697,22092,4089,31112,3236,2205,32605,9004,3042,2751,0,2790,3605,15537,32610,32616,2328,36903,3514,37207,3182,44636,37497,2928,36795,0,1728,3402,6055,4370,19592,4771,3075,0,6923,49962,6469,1968,9323,1746,0,48608,22397,48290,45837,46268,3815,18420,3290,24905,8358,3062,49212,48422,3830,0,5404,43302,47722,53266,4161,55697,3542,58413,8293,7541,42431,5553,10594,4081,0,46116,50186,3384,2691,648,28467,11737,8500,3111,7769,11098,21301,17152,11853,0,25695,3036,2266,1483,2911,26468,3697,24002,2389,3378,1811,15484,3057,7327,0
2020-09-26 09:39:18,0,3190,5278,2844,36712,6537,2424,2893,2894,35459,32735,34850,37184,11645,25765,0,29396,24923,26115,1040,1966,27318,1266,2616,26530,26491,28501,25438,3164,1656,0,2655,1998,3380,1537,2357,2332,0,16252,3149,18072,15548,2844,3726,3292,0,19463,6889,2268,16288,4809,41828,43412,42695,3132,5947,2646,3437,38726,12144,0,5280,2685,9252,15924,1782,7618,39359,36519,29107,4657,1040,2605,49266,25811,0,2900,12530,11195,607,48612,49374,42833,2921,21806,21562,20190,3195,4900,2800,0,2556,2670,1710,21344,12172,22110,3866,29204,2994,7438,27684,8994,3541,2321,0,2772,2796,19759,32138,33136,2334,29093,3811,46860,3168,45166,29818,2771,28487,0,1692,3420,4779,4041,32186,3074,2699,0,9535,49962,6316,1944,9413,9406,0,49082,26656,48234,46329,47196,3511,8317,3425,24735,8290,2980,47910,48440,3599,0,5587,44751,47726,53938,4293,55872,3542,57776,4070,7143,42915,6974,9529,4226,0,38323,54418,4377,2657,648,27992,14644,8504,1966,8160,7380,20508,12132,18761,0,24861,3020,2289,1512,2720,18486,3389,24326,2359,3668,1800,12337,3071,9561,0
